Acad Group,Class ID,Subject,Subject Code,Course Nbr,Course Title,Day,Time,Course Size,Seats Available,Regist Code
Engineering,33123,Manufacturing,MFG,513,Autobody Structures,M W,1-230PM,10,5,MFG-513
Engineering,18153,Manufacturing,MFG,410,Marine Str II,M W,130-330PM,25,21,MFG-410
Engineering,21286,Manufacturing,MFG,447,Facility Planning,M W,130-3PM,10,8,MFG-447
Engineering,29547,Manufacturing,MFG,567,Robot Kinemat Dynam,M W,130-3PM,14,14,MFG-567
Engineering,16691,Manufacturing,MFG,489,Matls Proc Design,M W,230-4PM,16,15,MFG-489
Engineering,31160,Manufacturing,MFG,557,Materials in Design,M W,2-330PM,18,10,MFG-557
Engineering,16768,Manufacturing,MFG,455,Corporate Finance,M W,3-430PM,26,22,MFG-455
Engineering,18864,Manufacturing,MFG,426,Lean Mfg&Services,M W,5-7PM,22,22,MFG-426
Engineering,27720,Manufacturing,MFG,563,Marine Sys Productn,M W F,1030-1130AM,10,8,MFG-563
Engineering,28626,Manufacturing,MFG,579,Reliab Risk Safe Sys,M W F,830-930AM,17,12,MFG-579
Engineering,10548,Manufacturing,MFG,536,Crit Path Meth,T TH,10-1130AM,28,23,MFG-536
Engineering,22786,Manufacturing,MFG,562,Model Dyn Sy,T TH,1130-1PM,10,2,MFG-562
Engineering,32182,Manufacturing,MFG,561,Time Ser Anlys,T TH,12-130PM,13,13,MFG-561
Engineering,31168,Manufacturing,MFG,588,Assembly Modeling,T TH,12-130PM,12,6,MFG-588
Engineering,10545,Manufacturing,MFG,466,Stat Quality Control,T TH,130-3PM,28,24,MFG-466
Engineering,26171,Manufacturing,MFG,552,Mechatronic Sys Des,T TH,130-3PM,23,21,MFG-552
Engineering,18832,Manufacturing,MFG,440,Operations Anlys&Mgt,T TH,3-430PM,17,15,MFG-440
Engineering,24891,Manufacturing,MFG,553,Microele Sys,T TH,4-530PM,19,15,MFG-553
Engineering,32755,Manufacturing,MFG,502,MFG System Design,T TH,830-10AM,16,10,MFG-502
Engineering,33946,Manufacturing,MFG,587,Global Mfg,T TH,9-1030AM,13,13,MFG-587
Engineering,19504,Manufacturing,MFG,501,Topics Global Opns,T W,630-930PM,13,4,MFG-501
Engineering,28530,Manufacturing,MFG,605,Mfg&Supply Ops,TH,1-4PM,23,18,MFG-605
Engineering,19401,Materials Science Engineering,MATSCIE,890,Colloq in Mat Sci,F,1030-1130AM,18,15,MATSCIE-890
Engineering,10599,Materials Science Engineering,MATSCIE,360,Materials Lab I,M,230-330PM,22,19,MATSCIE-360
Engineering,10598,Materials Science Engineering,MATSCIE,350,Structures of Matls,M W,10-1130AM,20,17,MATSCIE-350
Engineering,14621,Materials Science Engineering,MATSCIE,410,Biomaterials,M W,10-1130AM,25,17,MATSCIE-410
Engineering,16221,Materials Science Engineering,MATSCIE,532,Adv Therm Matrls,M W,10-1130AM,21,18,MATSCIE-532
Engineering,26064,Materials Science Engineering,MATSCIE,554,Comput Methods,M W,1130-1PM,20,15,MATSCIE-554
Engineering,10604,Materials Science Engineering,MATSCIE,330,Thermo of Matls,M W,12-130PM,18,18,MATSCIE-330
Engineering,36624,Materials Science Engineering,MATSCIE,562,Electron Microspy I,M W,1-230PM,11,8,MATSCIE-562
Engineering,16688,Materials Science Engineering,MATSCIE,489,Matls Proc Design,M W,230-4PM,13,13,MATSCIE-489
Engineering,18147,Materials Science Engineering,MATSCIE,560,Structure Matrls,M W,3-430PM,29,23,MATSCIE-560
Engineering,25394,Materials Science Engineering,MATSCIE,550,Fund Mat Sci & Eng,M W,830-10AM,17,12,MATSCIE-550
Engineering,10592,Materials Science Engineering,MATSCIE,220,Intro Mat & Man,M W F,1130-1230PM,23,17,MATSCIE-220
Engineering,10596,Materials Science Engineering,MATSCIE,250,Prin Engr Matl,M W F,930-1030AM,22,18,MATSCIE-250
Engineering,10602,Materials Science Engineering,MATSCIE,400,EMO Mod Dev Tech,T TH,10-1130AM,23,16,MATSCIE-400
Engineering,31018,Materials Science Engineering,MATSCIE,593,MSE Special Topics,T TH,1230-2PM,12,8,MATSCIE-593
Engineering,14806,Materials Science Engineering,MATSCIE,420,Mech Behavior Matrls,T TH,230-4PM,27,21,MATSCIE-420
Engineering,31029,Materials Science Engineering,MATSCIE,555,Mat Energy Conv,T TH,3-430PM,12,12,MATSCIE-555
Engineering,20468,Materials Science Engineering,MATSCIE,517,Adv Function Poly,T TH,430-6PM,28,21,MATSCIE-517
Engineering,10603,Materials Science Engineering,MATSCIE,412,Polymeric Materials,T TH,830-10AM,19,17,MATSCIE-412
Engineering,15901,Materials Science Engineering,MATSCIE,510,Materials Chem,T TH,830-10AM,16,11,MATSCIE-510
Engineering,10571,Mechanical Engineering,MECHENG,395,Lab I,M,130-3PM,28,22,MECHENG-395
Engineering,10578,Mechanical Engineering,MECHENG,495,Lab I I,M F,130-3PM,28,23,MECHENG-495
Engineering,23369,Mechanical Engineering,MECHENG,505,FEM in MEAM,M W,10-1130AM,25,23,MECHENG-505
Engineering,10585,Mechanical Engineering,MECHENG,520,Adv Fluid Mech I,M W,10-1130AM,23,20,MECHENG-520
Engineering,26149,Mechanical Engineering,MECHENG,406,Biomec for Engineers,M W,1030-12PM,16,10,MECHENG-406
Engineering,18708,Mechanical Engineering,MECHENG,452,Design for Mfg,M W,1030-12PM,11,3,MECHENG-452
Engineering,10586,Mechanical Engineering,MECHENG,523,Comp Fluid Dyn I,M W,1130-1PM,12,5,MECHENG-523
Engineering,33122,Mechanical Engineering,MECHENG,513,Autobody Structures,M W,1-230PM,20,13,MECHENG-513
Engineering,29544,Mechanical Engineering,MECHENG,567,Robot Kinemat Dynam,M W,130-3PM,23,22,MECHENG-567
Engineering,26160,Mechanical Engineering,MECHENG,489,Sustainable Eng,M W,2-330PM,13,6,MECHENG-489
Engineering,31148,Mechanical Engineering,MECHENG,577,Materials in Design,M W,2-330PM,10,3,MECHENG-577
Engineering,21292,Mechanical Engineering,MECHENG,438,Intrnl Comb Eng I,M W,330-530PM,19,14,MECHENG-438
Engineering,24882,Mechanical Engineering,MECHENG,481,Mfg Processes,M W,3-430PM,14,14,MECHENG-481
Engineering,17700,Mechanical Engineering,MECHENG,456,Tissue Mechanics,M W,830-10AM,17,14,MECHENG-456
Engineering,28172,Mechanical Engineering,MECHENG,461,Automatic Control,M W,830-10AM,23,21,MECHENG-461
Engineering,10561,Mechanical Engineering,MECHENG,305,Intro Finite Elemnt,M W F,1130-1230PM,25,16,MECHENG-305
Engineering,16264,Mechanical Engineering,MECHENG,211,Intro to Solid Mech,M W F,1-2PM,26,24,MECHENG-211
Engineering,10587,Mechanical Engineering,MECHENG,564,Linear Systems Thry,M W F,130-230PM,15,11,MECHENG-564
Engineering,10552,Mechanical Engineering,MECHENG,240,Dynamics&Vibrations,M W F,330-5PM,19,18,MECHENG-240
Engineering,10569,Mechanical Engineering,MECHENG,382,Mech Behav Matls,M W F,9-1030AM,18,12,MECHENG-382
Engineering,10562,Mechanical Engineering,MECHENG,311,Strength-Materials,M W F,930-1030AM,12,9,MECHENG-311
Engineering,21857,Mechanical Engineering,MECHENG,433,Adv Energy Solutions,T TH,1030-12PM,13,7,MECHENG-433
Engineering,16738,Mechanical Engineering,MECHENG,540,Intermed Dynamics,T TH,1130-1PM,17,11,MECHENG-540
Engineering,22783,Mechanical Engineering,MECHENG,560,Model Dyn Sy,T TH,1130-1PM,20,17,MECHENG-560
Engineering,17132,Mechanical Engineering,MECHENG,320,Fluid Mech I,T TH,12-130PM,16,11,MECHENG-320
Engineering,28170,Mechanical Engineering,MECHENG,336,Thermodyn II,T TH,12-130PM,21,14,MECHENG-336
Engineering,31152,Mechanical Engineering,MECHENG,588,Assembly Modeling,T TH,12-130PM,25,17,MECHENG-588
Engineering,10574,Mechanical Engineering,MECHENG,450,Des & Mfg III,T TH,1-230PM,21,17,MECHENG-450
Engineering,20437,Mechanical Engineering,MECHENG,455,Analyt  Product Des,T TH,130-330PM,14,8,MECHENG-455
Engineering,22792,Mechanical Engineering,MECHENG,235,Thermodynamics I,T TH,130-3PM,10,3,MECHENG-235
Engineering,10563,Mechanical Engineering,MECHENG,350,Des & Mfg II,T TH,130-3PM,24,22,MECHENG-350
Engineering,26158,Mechanical Engineering,MECHENG,552,Mechatronic Sys Des,T TH,130-3PM,11,10,MECHENG-552
Engineering,26150,Mechanical Engineering,MECHENG,424,Engin Acoustics,T TH,230-4PM,13,11,MECHENG-424
Engineering,24881,Mechanical Engineering,MECHENG,553,Microele Sys,T TH,4-530PM,23,20,MECHENG-553
Engineering,23731,Mechanical Engineering,MECHENG,569,Adv Powertrain Sys,T TH,6-730PM,14,8,MECHENG-569
Engineering,10567,Mechanical Engineering,MECHENG,360,Mod&Cntrl Dyn Sys,T TH,830-1030AM,21,12,MECHENG-360
Engineering,31138,Mechanical Engineering,MECHENG,483,Mfg Sys Design,T TH,830-10AM,20,19,MECHENG-483
Engineering,10554,Mechanical Engineering,MECHENG,250,Des & Mfg I,T TH,9-1030AM,27,20,MECHENG-250
Engineering,17131,Mechanical Engineering,MECHENG,335,Heat Transfer,T TH,9-1030AM,21,18,MECHENG-335
Engineering,10584,Mechanical Engineering,MECHENG,511,Solid Continua,T TH,9-1030AM,24,16,MECHENG-511
Engineering,31207,Mechanical Engineering,MECHENG,535,Thermodyn III,T TH,9-1030AM,14,6,MECHENG-535
Engineering,33941,Mechanical Engineering,MECHENG,587,Global Mfg,T TH,9-1030AM,27,25,MECHENG-587
Engineering,21379,Mechanical Engineering,MECHENG,599,Spec Topics in M E,TH,230-530PM,26,20,MECHENG-599
Engineering,22609,Mechanical Engineering,MECHENG,501,Math Methods in ME,W F,1130-1PM,23,22,MECHENG-501
Engineering,10612,Naval Architecture And Marine Engineering,NAVARCH,470,Fnd Ship Design,M T W,930-1030AM,29,23,NAVARCH-470
Engineering,30745,Naval Architecture And Marine Engineering,NAVARCH,340,Marine Dynamics I,M T W TH,830-930AM,14,8,NAVARCH-340
Engineering,10614,Naval Architecture And Marine Engineering,NAVARCH,540,Marine Dyn III,M W,1130-1PM,21,21,NAVARCH-540
Engineering,27633,Naval Architecture And Marine Engineering,NAVARCH,492,Marine Engin Lab II,M W,12-1PM,20,11,NAVARCH-492
Engineering,18141,Naval Architecture And Marine Engineering,NAVARCH,410,Marine Str II,M W,130-330PM,14,10,NAVARCH-410
Engineering,10609,Naval Architecture And Marine Engineering,NAVARCH,270,Marine Design,M W,130-3PM,12,10,NAVARCH-270
Engineering,32027,Naval Architecture And Marine Engineering,NAVARCH,423,Intro Num Hydro,M W,330-530PM,17,12,NAVARCH-423
Engineering,30494,Naval Architecture And Marine Engineering,NAVARCH,513,Def Assmt Mar Struc,M W,5-630PM,27,25,NAVARCH-513
Engineering,18150,Naval Architecture And Marine Engineering,NAVARCH,102,Int Ship Sys,M W,830-10AM,11,6,NAVARCH-102
Engineering,10611,Naval Architecture And Marine Engineering,NAVARCH,320,Marine Hydro I,M W,930-11AM,20,14,NAVARCH-320
Engineering,27652,Naval Architecture And Marine Engineering,NAVARCH,562,Marine Sys Productn,M W F,1030-1130AM,27,27,NAVARCH-562
Engineering,28624,Naval Architecture And Marine Engineering,NAVARCH,582,Reliab Risk Safe Sys,M W F,830-930AM,20,11,NAVARCH-582
Engineering,17085,Naval Architecture And Marine Engineering,NAVARCH,331,Marine Engr I,T TH,1030-12PM,12,7,NAVARCH-331
Engineering,26257,Naval Architecture And Marine Engineering,NAVARCH,599,Special Topics NAME,T TH,1130-1PM,20,12,NAVARCH-599
Engineering,21981,Naval Architecture And Marine Engineering,NAVARCH,512,Fem Sol&Str,T TH,1-230PM,19,11,NAVARCH-512
Engineering,32163,Naval Architecture And Marine Engineering,NAVARCH,235,Marine Thermo Dyn,T TH,130-3PM,24,18,NAVARCH-235
Engineering,32186,Naval Architecture And Marine Engineering,NAVARCH,424,Hydrofoils and Prop,T TH,3-5PM,28,19,NAVARCH-424
Engineering,35799,Naval Architecture And Marine Engineering,NAVARCH,299,Spec Topics in NAME,T TH,830-10AM,26,20,NAVARCH-299
Engineering,25232,Naval Architecture And Marine Engineering,NAVARCH,551,Offshore Engin I,T TH,8-930AM,14,12,NAVARCH-551
Engineering,31969,Naval Architecture And Marine Engineering,NAVARCH,565,Self Driving Cars,TH,230-530PM,22,15,NAVARCH-565
Engineering,14696,Nuclear Engineering And Radiological Sciences,NERS,211,Intro to Nucl Eng,M W,1030-12PM,22,21,NERS-211
Engineering,21388,Nuclear Engineering And Radiological Sciences,NERS,490,Special Topics,M W,1230-130PM,29,25,NERS-490
Engineering,22334,Nuclear Engineering And Radiological Sciences,NERS,535,Det Nucl Non-prolif,M W,1230-2PM,22,15,NERS-535
Engineering,22795,Nuclear Engineering And Radiological Sciences,NERS,590,Special Topics II,M W,130-3PM,20,19,NERS-590
Engineering,23754,Nuclear Engineering And Radiological Sciences,NERS,444,Therm-hyd Nucl Sys,M W,2-330PM,13,12,NERS-444
Engineering,28653,Nuclear Engineering And Radiological Sciences,NERS,546,Ther Flu Nuc Reactor,M W,4-530PM,21,13,NERS-546
Engineering,17773,Nuclear Engineering And Radiological Sciences,NERS,543,Nucl React Theo II,M W,9-1030AM,21,12,NERS-543
Engineering,10621,Nuclear Engineering And Radiological Sciences,NERS,441,Nucl React Theo I,M W F,1030-12PM,27,24,NERS-441
Engineering,10620,Nuclear Engineering And Radiological Sciences,NERS,311,N E & Rad Sci I,M W F,12-1PM,24,19,NERS-311
Engineering,10624,Nuclear Engineering And Radiological Sciences,NERS,484,RHE Fundamentals,M W F,9-1030AM,22,16,NERS-484
Engineering,23752,Nuclear Engineering And Radiological Sciences,NERS,518,Adv Rad Meas&Imag,T,3-5PM,17,16,NERS-518
Engineering,36068,Nuclear Engineering And Radiological Sciences,NERS,290,Special Topics NERS,T,430-630PM,15,9,NERS-290
Engineering,10622,Nuclear Engineering And Radiological Sciences,NERS,462,React Safety Analys,T TH,1030-12PM,21,14,NERS-462
Engineering,31099,Nuclear Engineering And Radiological Sciences,NERS,674,Laser-Plasm Int,T TH,1030-12PM,22,14,NERS-674
Engineering,22978,Nuclear Engineering And Radiological Sciences,NERS,320,Problems in NERS,T TH,1130-1PM,24,17,NERS-320
Engineering,17237,Nuclear Engineering And Radiological Sciences,NERS,421,Nucl Engr Materials,T TH,12-130PM,21,18,NERS-421
Engineering,10626,Nuclear Engineering And Radiological Sciences,NERS,515,Nuclear Measure Lab,T TH,1230-230PM,22,22,NERS-515
Engineering,10623,Nuclear Engineering And Radiological Sciences,NERS,471,Intr Plasmas-Fusion,T TH,130-3PM,29,27,NERS-471
Engineering,31098,Nuclear Engineering And Radiological Sciences,NERS,555,Radiol Phys Dosim,T TH,230-330PM,27,20,NERS-555
Engineering,10628,Nuclear Engineering And Radiological Sciences,NERS,571,Inter Plas-Phys I,T TH,330-5PM,29,21,NERS-571
Engineering,26358,Nuclear Engineering And Radiological Sciences,NERS,584,Radiation Biology,T TH,4-530PM,27,24,NERS-584
Engineering,17774,Nuclear Engineering And Radiological Sciences,NERS,521,Rad Mat Sci I,T TH,9-1030AM,28,19,NERS-521
Engineering,32035,Robotics,ROB,510,Robot Kinemat Dynam,M W,130-3PM,10,5,ROB-510
Engineering,24009,Robotics,ROB,550,Robotic Sys Lab,M W,9-10AM,24,17,ROB-550
Engineering,23985,Robotics,ROB,501,Math for Robotics,T TH,1030-12PM,24,22,ROB-501
Engineering,31970,Robotics,ROB,535,Self Driving Cars,TH,230-530PM,18,15,ROB-535
Engineering,26417,Space Science and Engineering,SPACE,380,Intro Atm Radiation,M F,130-3PM,10,4,SPACE-380
Engineering,26233,Space Science and Engineering,SPACE,551,Adv Fluid Dynamics,M W F,1030-1230PM,23,19,SPACE-551
Engineering,20003,Space Science and Engineering,SPACE,370,Solar Terrestrial,M W F,1030-12PM,27,23,SPACE-370
Engineering,19326,Space Science and Engineering,SPACE,101,Rocket Science,M W F,11-12PM,25,21,SPACE-101
Engineering,10297,Space Science and Engineering,SPACE,581,Space Pol&Manage,M W F,1230-130PM,15,6,SPACE-581
Engineering,10298,Space Science and Engineering,SPACE,582,Spacecraft Tech,M W F,230-430PM,12,8,SPACE-582
Engineering,26647,Space Science and Engineering,SPACE,501,"Climate,Atmos&Sp Sci",T,12-1PM,17,12,SPACE-501
Engineering,33269,Space Science and Engineering,SPACE,310,Intro to Sat Design,T,330-630PM,20,16,SPACE-310
Engineering,24047,Space Science and Engineering,SPACE,103,Intro Space Weather,T TH,10-1130AM,23,15,SPACE-103
Engineering,25181,Space Science and Engineering,SPACE,478,Engin for Space Env,T TH,1130-130PM,29,26,SPACE-478
Engineering,34220,Space Science and Engineering,SPACE,605,Current Topics,T TH,1-230PM,13,10,SPACE-605
Engineering,10294,Space Science and Engineering,SPACE,574,Space Physics,T TH,130-330PM,15,9,SPACE-574
Engineering,26605,Space Science and Engineering,SPACE,320,Earth Sys Evolution,T TH,130-3PM,23,19,SPACE-320
Engineering,26207,Space Science and Engineering,SPACE,749,CLaSP Seminar,TH,330-5PM,24,20,SPACE-749
Engineering,26208,Space Science and Engineering,SPACE,747,Student Seminar,W,1230-130PM,16,11,SPACE-747
Engineering,30094,Space Science and Engineering,SPACE,405,Special Topics,W F,130-3PM,10,6,SPACE-405
Engineering,10634,Technical Communication,TCHNCLCM,610,Dissertatn Writing,F,1130-130PM,19,11,TCHNCLCM-610
Engineering,15890,Technical Communication,TCHNCLCM,496,Adv TchCom for EE/CE,M W,1130-1230PM,25,18,TCHNCLCM-496
Engineering,22891,Technical Communication,TCHNCLCM,497,Adv Tch Com for CS,T TH,1130-1230PM,16,9,TCHNCLCM-497
Engineering,17177,Technical Communication,TCHNCLCM,380,Tech Comm in IOE,T TH,930-1030AM,27,19,TCHNCLCM-380
Engineering,19424,Technical Communication,TCHNCLCM,300,Tech Comm for EE&CE,W,1030-1130AM,18,10,TCHNCLCM-300
Engineering,21405,University Arts,UARTS,101,Create&Collaborate,M,3-430PM,19,19,UARTS-101
Engineering,23039,University Arts,UARTS,150,Int Creative Process,M W,3-5PM,26,24,UARTS-150
Environment and Sustainability,18132,Environment,ENVIRON,118,Intro Geology Lab,M,4-6PM,24,21,ENVIRON-118
Environment and Sustainability,31767,Environment,ENVIRON,139,FYS Environment,M W,10-1130AM,25,16,ENVIRON-139
Environment and Sustainability,31629,Environment,ENVIRON,219,Food & Drink in MidE,M W,10-1130AM,18,10,ENVIRON-219
Environment and Sustainability,28414,Environment,ENVIRON,395,Natural Resource Law,M W,10-1130AM,20,20,ENVIRON-395
Environment and Sustainability,21216,Environment,ENVIRON,405,Urban Sprawl,M W,10-1130AM,17,17,ENVIRON-405
Environment and Sustainability,30091,Environment,ENVIRON,403,Intro GIS Earth Sci,M W,10-11AM,25,16,ENVIRON-403
Environment and Sustainability,24461,Environment,ENVIRON,430,Soil Ecology,M W,10-11AM,26,17,ENVIRON-430
Environment and Sustainability,23508,Environment,ENVIRON,463,Envir Nat Sci Topics,M W,1030-1130AM,17,13,ENVIRON-463
Environment and Sustainability,19911,Environment,ENVIRON,312,Env Politics&Policy,M W,1130-1250PM,27,23,ENVIRON-312
Environment and Sustainability,25967,Environment,ENVIRON,120,Geol National Parks,M W,1130-1PM,15,12,ENVIRON-120
Environment and Sustainability,31875,Environment,ENVIRON,204,Water & Society,M W,1-230PM,25,23,ENVIRON-204
Environment and Sustainability,18058,Environment,ENVIRON,232,Intro Oceanog,M W,1-230PM,14,13,ENVIRON-232
Environment and Sustainability,16287,Environment,ENVIRON,360,Behavior&Environment,M W,1-230PM,20,12,ENVIRON-360
Environment and Sustainability,28335,Environment,ENVIRON,442,Earth Surface&Soils,M W,1-230PM,21,17,ENVIRON-442
Environment and Sustainability,28724,Environment,ENVIRON,464,Topic Culture & Envi,M W,530-7PM,24,19,ENVIRON-464
Environment and Sustainability,20349,Environment,ENVIRON,306,Global Water,M W,830-10AM,16,8,ENVIRON-306
Environment and Sustainability,17714,Environment,ENVIRON,281,General Ecology,M W,9-10AM,25,17,ENVIRON-281
Environment and Sustainability,18546,Environment,ENVIRON,102,Extreme Weather,M W F,10-11AM,18,14,ENVIRON-102
Environment and Sustainability,18124,Environment,ENVIRON,119,Intro Geology,M W F,11-12PM,27,22,ENVIRON-119
Environment and Sustainability,19445,Environment,ENVIRON,372,Ecology Laboratory,T,10-12PM,19,19,ENVIRON-372
Environment and Sustainability,18059,Environment,ENVIRON,233,Intro Ocean Lab,T,12-2PM,17,9,ENVIRON-233
Environment and Sustainability,18520,Environment,ENVIRON,105,Changing Atmos,T TH,10-1130AM,13,13,ENVIRON-105
Environment and Sustainability,30793,Environment,ENVIRON,236,Environmnt & History,T TH,10-1130AM,26,19,ENVIRON-236
Environment and Sustainability,30495,Environment,ENVIRON,262,Plants and People,T TH,10-1130AM,29,23,ENVIRON-262
Environment and Sustainability,22554,Environment,ENVIRON,380,"Nat Res, Econ&Envir",T TH,10-1130AM,22,14,ENVIRON-380
Environment and Sustainability,30316,Environment,ENVIRON,412,Environ in Pub Pol,T TH,10-1130AM,23,23,ENVIRON-412
Environment and Sustainability,23470,Environment,ENVIRON,413,Environmental Comm,T TH,10-1130AM,24,17,ENVIRON-413
Environment and Sustainability,30769,Environment,ENVIRON,422,Biol of Fishes,T TH,10-1130AM,22,22,ENVIRON-422
Environment and Sustainability,30186,Environment,ENVIRON,426,Intro Phys Oceanogr,T TH,10-1130AM,26,26,ENVIRON-426
Environment and Sustainability,21227,Environment,ENVIRON,479,Hydrogeology,T TH,10-1130AM,25,16,ENVIRON-479
Environment and Sustainability,16388,Environment,ENVIRON,370,Int U P&Env,T TH,10-11AM,18,17,ENVIRON-370
Environment and Sustainability,30978,Environment,ENVIRON,207,Sust & Society,T TH,11-12PM,29,29,ENVIRON-207
Environment and Sustainability,31211,Environment,ENVIRON,144,Climate and Humans,T TH,1130-1PM,12,8,ENVIRON-144
Environment and Sustainability,16313,Environment,ENVIRON,201,Ecological Issues,T TH,1130-1PM,16,10,ENVIRON-201
Environment and Sustainability,29152,Environment,ENVIRON,377,Lit&Environment,T TH,1130-1PM,10,4,ENVIRON-377
Environment and Sustainability,24464,Environment,ENVIRON,345,Env Pub Op Analysis,T TH,12-1PM,15,15,ENVIRON-345
Environment and Sustainability,28576,Environment,ENVIRON,244,Topic Culture & Envi,T TH,1-230PM,10,5,ENVIRON-244
Environment and Sustainability,30218,Environment,ENVIRON,433,Ornithology,T TH,1-230PM,17,14,ENVIRON-433
Environment and Sustainability,23523,Environment,ENVIRON,462,Envir Soc Sci Topics,T TH,1-230PM,14,10,ENVIRON-462
Environment and Sustainability,28225,Environment,ENVIRON,473,Stats Modeling in R,T TH,1-230PM,27,26,ENVIRON-473
Environment and Sustainability,16342,Environment,ENVIRON,222,Intro to Env Justice,T TH,1-2PM,19,13,ENVIRON-222
Environment and Sustainability,29035,Environment,ENVIRON,304,Culture&Envir Topics,T TH,230-4PM,20,18,ENVIRON-304
Environment and Sustainability,22705,Environment,ENVIRON,309,GIS Explorations,T TH,2-4PM,19,14,ENVIRON-309
Environment and Sustainability,27938,Environment,ENVIRON,167,Evol Envir GlobHeath,T TH,4-530PM,19,18,ENVIRON-167
Environment and Sustainability,33009,Environment,ENVIRON,305,Interdis Env Topics,T TH,4-530PM,13,12,ENVIRON-305
Environment and Sustainability,22885,Environment,ENVIRON,308,Sustain & Health,T TH,4-530PM,26,24,ENVIRON-308
Environment and Sustainability,31607,Environment,ENVIRON,335,Intro Env Politics,T TH,4-530PM,27,20,ENVIRON-335
Environment and Sustainability,16288,Environment,ENVIRON,436,Woody Plants,T TH,9-10AM,20,11,ENVIRON-436
Environment and Sustainability,18086,Environment,ENVIRON,320,Environ Journalism,TH,9-12PM,23,19,ENVIRON-320
Environment and Sustainability,26132,Environment,ENVIRON,461,Primate Cons Bio,W,1-4PM,25,25,ENVIRON-461
Environment and Sustainability,30770,Environment,ENVIRON,423,Bio Fish Lab,W,9-12PM,22,18,ENVIRON-423
Environment and Sustainability,27795,Environment and Sustainability,EAS,521,Fld Meth Fluv Ecosys,F,1-5PM,12,6,EAS-521
Environment and Sustainability,21968,Environment and Sustainability,EAS,535,Environ Mediation,F,1-5PM,11,5,EAS-535
Environment and Sustainability,30396,Environment and Sustainability,EAS,567,Soc Vulnrblt&Adapt,F,9-12PM,27,26,EAS-567
Environment and Sustainability,32302,Environment and Sustainability,EAS,565,Princ of Transition,M,530-7PM,21,13,EAS-565
Environment and Sustainability,26548,Environment and Sustainability,EAS,750,Urban Design Studio,M F,1-4PM,25,24,EAS-750
Environment and Sustainability,23368,Environment and Sustainability,EAS,787,Metro Dynamic Studio,M F,1-4PM,22,19,EAS-787
Environment and Sustainability,29304,Environment and Sustainability,EAS,530,Dec Making for Sust,M W,10-1130AM,18,14,EAS-530
Environment and Sustainability,24468,Environment and Sustainability,EAS,430,Soil Ecology,M W,10-11AM,26,24,EAS-430
Environment and Sustainability,18202,Environment and Sustainability,EAS,509,Ecology: Concpts&App,M W,1130-1PM,27,18,EAS-509
Environment and Sustainability,24898,Environment and Sustainability,EAS,560,Behavior&Environmt,M W,1-230PM,18,11,EAS-560
Environment and Sustainability,22799,Environment and Sustainability,EAS,531,Principles of GIS,M W,230-4PM,27,23,EAS-531
Environment and Sustainability,14582,Environment and Sustainability,EAS,540,GIS&NR Applications,M W,3-530PM,21,15,EAS-540
Environment and Sustainability,13447,Environment and Sustainability,EAS,586,Visualizing Environ,M W,430-630PM,28,23,EAS-586
Environment and Sustainability,18043,Environment and Sustainability,EAS,526,Erb Inst Seminar,M W,430-6PM,27,24,EAS-526
Environment and Sustainability,30078,Environment and Sustainability,EAS,527,Energy Mkts&Politics,M W,4-530PM,10,3,EAS-527
Environment and Sustainability,18203,Environment and Sustainability,EAS,510,Sci&Prac of Soc Chng,M W,830-10AM,21,21,EAS-510
Environment and Sustainability,31178,Environment and Sustainability,EAS,534,GIS&Landscape Mod,T,10-12PM,29,27,EAS-534
Environment and Sustainability,18706,Environment and Sustainability,EAS,691,Plnts Use Des Lndsc,T,1-4PM,26,17,EAS-691
Environment and Sustainability,13451,Environment and Sustainability,EAS,600,Dir Res&Sp Prob-Gr,T,330-630PM,29,26,EAS-600
Environment and Sustainability,31219,Environment and Sustainability,EAS,523,Ecol Risk Assessment,T,530-730PM,14,6,EAS-523
Environment and Sustainability,19608,Environment and Sustainability,EAS,585,Seminar on CAD,T,6-8PM,25,18,EAS-585
Environment and Sustainability,29305,Environment and Sustainability,EAS,554,Urban Agriculture,T,6-9PM,14,10,EAS-554
Environment and Sustainability,30784,Environment and Sustainability,EAS,422,Biol of Fishes,T TH,10-1130AM,17,11,EAS-422
Environment and Sustainability,30080,Environment and Sustainability,EAS,512,Sus Dev I: Ent Intgr,T TH,10-1130AM,20,12,EAS-512
Environment and Sustainability,30081,Environment and Sustainability,EAS,513,Sus Dev II: Mkt Tran,T TH,10-1130AM,26,17,EAS-513
Environment and Sustainability,25745,Environment and Sustainability,EAS,447,Forest Ecology&Mgmt,T TH,11-12PM,18,17,EAS-447
Environment and Sustainability,25923,Environment and Sustainability,EAS,570,Env Econ: Quant Meth,T TH,1130-1PM,19,15,EAS-570
Environment and Sustainability,30217,Environment and Sustainability,EAS,433,Ornithology,T TH,1-230PM,14,8,EAS-433
Environment and Sustainability,23099,Environment and Sustainability,EAS,597,Environ Sys Analysis,T TH,1-230PM,11,7,EAS-597
Environment and Sustainability,27810,Environment and Sustainability,EAS,520,Fluvial Ecosystems,T TH,230-4PM,17,10,EAS-520
Environment and Sustainability,13446,Environment and Sustainability,EAS,574,Sus Energy Sys,T TH,230-4PM,21,15,EAS-574
Environment and Sustainability,32703,Environment and Sustainability,EAS,592,Env Pln:Iss&Concept,T TH,230-4PM,11,2,EAS-592
